Dates,Année,Mois,Anomalies
1988-05-01,1988,4,0.211
1988-06-01,1988,5,0.221
1988-07-01,1988,6,0.173
1988-08-01,1988,7,0.176
1988-09-01,1988,8,0.183
1988-10-01,1988,9,0.139
1988-11-01,1988,10,0.027
1988-12-01,1988,11,0.146
1989-01-01,1989,0,0.012
1989-02-01,1989,1,0.149
1989-03-01,1989,2,0.136
1989-04-01,1989,3,0.081
1989-05-01,1989,4,0.079
1989-06-01,1989,5,0.074
1989-07-01,1989,6,0.156
1989-08-01,1989,7,0.177
1989-09-01,1989,8,0.142
1989-10-01,1989,9,0.151
1989-11-01,1989,10,0.06
1989-12-01,1989,11,0.201
1990-01-01,1990,0,0.217
1990-02-01,1990,1,0.307
1990-03-01,1990,2,0.562
1990-04-01,1990,3,0.366
1990-05-01,1990,4,0.278
1990-06-01,1990,5,0.277
1990-07-01,1990,6,0.231
1990-08-01,1990,7,0.25
1990-09-01,1990,8,0.178
1990-10-01,1990,9,0.332
1990-11-01,1990,10,0.318
1990-12-01,1990,11,0.248
1991-01-01,1991,0,0.288
1991-02-01,1991,1,0.298
1991-03-01,1991,2,0.198
1991-04-01,1991,3,0.383
1991-05-01,1991,4,0.303
1991-06-01,1991,5,0.306
1991-07-01,1991,6,0.307
1991-08-01,1991,7,0.258
1991-09-01,1991,8,0.243
1991-10-01,1991,9,0.191
1991-11-01,1991,10,0.16
1991-12-01,1991,11,0.12
1992-01-01,1992,0,0.367
1992-02-01,1992,1,0.319
1992-03-01,1992,2,0.258
1992-04-01,1992,3,0.137
1992-05-01,1992,4,0.173
1992-06-01,1992,5,0.13
1992-07-01,1992,6,-0.016
1992-08-01,1992,7,0.007
1992-09-01,1992,8,-0.064
1992-10-01,1992,9,-0.048
1992-11-01,1992,10,-0.084
1992-12-01,1992,11,0.082
1993-01-01,1993,0,0.307
1993-02-01,1993,1,0.253
1993-03-01,1993,2,0.239
1993-04-01,1993,3,0.131
1993-05-01,1993,4,0.178
1993-06-01,1993,5,0.179
1993-07-01,1993,6,0.131
1993-08-01,1993,7,0.097
1993-09-01,1993,8,0.07
1993-10-01,1993,9,0.109
1993-11-01,1993,10,-0.036
1993-12-01,1993,11,0.129
1994-01-01,1994,0,0.182
1994-02-01,1994,1,-0.048
1994-03-01,1994,2,0.222
1994-04-01,1994,3,0.21
1994-05-01,1994,4,0.268
1994-06-01,1994,5,0.262
1994-07-01,1994,6,0.17
1994-08-01,1994,7,0.186
1994-09-01,1994,8,0.19
1994-10-01,1994,9,0.311
1994-11-01,1994,10,0.314
1994-12-01,1994,11,0.246
1995-01-01,1995,0,0.421
1995-02-01,1995,1,0.601
1995-03-01,1995,2,0.322
1995-04-01,1995,3,0.285
1995-05-01,1995,4,0.218
1995-06-01,1995,5,0.312
1995-07-01,1995,6,0.331
1995-08-01,1995,7,0.357
1995-09-01,1995,8,0.263
1995-10-01,1995,9,0.336
1995-11-01,1995,10,0.324
1995-12-01,1995,11,0.132
1996-01-01,1996,0,0.116
1996-02-01,1996,1,0.323
1996-03-01,1996,2,0.186
1996-04-01,1996,3,0.13
1996-05-01,1996,4,0.224
1996-06-01,1996,5,0.168
1996-07-01,1996,6,0.221
1996-08-01,1996,7,0.207
1996-09-01,1996,8,0.104
1996-10-01,1996,9,0.132
1996-11-01,1996,10,0.146
1996-12-01,1996,11,0.232
1997-01-01,1997,0,0.211
1997-02-01,1997,1,0.313
1997-03-01,1997,2,0.344
1997-04-01,1997,3,0.266
1997-05-01,1997,4,0.286
1997-06-01,1997,5,0.411
1997-07-01,1997,6,0.373
1997-08-01,1997,7,0.44
1997-09-01,1997,8,0.479
1997-10-01,1997,9,0.558
1997-11-01,1997,10,0.501
1997-12-01,1997,11,0.503
1998-01-01,1998,0,0.489
1998-02-01,1998,1,0.763
1998-03-01,1998,2,0.549
1998-04-01,1998,3,0.65
1998-05-01,1998,4,0.582
1998-06-01,1998,5,0.591
1998-07-01,1998,6,0.673
1998-08-01,1998,7,0.605
1998-09-01,1998,8,0.4
1998-10-01,1998,9,0.407
1998-11-01,1998,10,0.298
1998-12-01,1998,11,0.472
1999-01-01,1999,0,0.347
1999-02-01,1999,1,0.583
1999-03-01,1999,2,0.226
1999-04-01,1999,3,0.324
1999-05-01,1999,4,0.245
1999-06-01,1999,5,0.273
1999-07-01,1999,6,0.288
1999-08-01,1999,7,0.228
1999-09-01,1999,8,0.305
1999-10-01,1999,9,0.253
1999-11-01,1999,10,0.241
1999-12-01,1999,11,0.37
2000-01-01,2000,0,0.224
2000-02-01,2000,1,0.449
2000-03-01,2000,2,0.382
2000-04-01,2000,3,0.479
2000-05-01,2000,4,0.279
2000-06-01,2000,5,0.27
2000-07-01,2000,6,0.261
2000-08-01,2000,7,0.353
2000-09-01,2000,8,0.312
2000-10-01,2000,9,0.225
2000-11-01,2000,10,0.16
2000-12-01,2000,11,0.157
2001-01-01,2001,0,0.357
2001-02-01,2001,1,0.319
2001-03-01,2001,2,0.51
2001-04-01,2001,3,0.462
2001-05-01,2001,4,0.418
2001-06-01,2001,5,0.419
2001-07-01,2001,6,0.464
2001-08-01,2001,7,0.505
2001-09-01,2001,8,0.431
2001-10-01,2001,9,0.421
2001-11-01,2001,10,0.613
2001-12-01,2001,11,0.383
2002-01-01,2002,0,0.654
2002-02-01,2002,1,0.703
2002-03-01,2002,2,0.701
2002-04-01,2002,3,0.46
2002-05-01,2002,4,0.427
2002-06-01,2002,5,0.471
2002-07-01,2002,6,0.491
2002-08-01,2002,7,0.453
2002-09-01,2002,8,0.424
2002-10-01,2002,9,0.411
2002-11-01,2002,10,0.45
2002-12-01,2002,11,0.325
2003-01-01,2003,0,0.6
2003-02-01,2003,1,0.459
2003-03-01,2003,2,0.45
2003-04-01,2003,3,0.437
2003-05-01,2003,4,0.473
2003-06-01,2003,5,0.454
2003-07-01,2003,6,0.475
2003-08-01,2003,7,0.549
2003-09-01,2003,8,0.536
2003-10-01,2003,9,0.612
2003-11-01,2003,10,0.457
2003-12-01,2003,11,0.589
2004-01-01,2004,0,0.507
2004-02-01,2004,1,0.613
2004-03-01,2004,2,0.532
2004-04-01,2004,3,0.477
2004-05-01,2004,4,0.311
2004-06-01,2004,5,0.322
2004-07-01,2004,6,0.359
2004-08-01,2004,7,0.394
2004-09-01,2004,8,0.438
2004-10-01,2004,9,0.464
2004-11-01,2004,10,0.604
2004-12-01,2004,11,0.355
2005-01-01,2005,0,0.549
2005-02-01,2005,1,0.396
2005-03-01,2005,2,0.565
2005-04-01,2005,3,0.611
2005-05-01,2005,4,0.518
2005-06-01,2005,5,0.552
2005-07-01,2005,6,0.547
2005-08-01,2005,7,0.538
2005-09-01,2005,8,0.574
2005-10-01,2005,9,0.614
2005-11-01,2005,10,0.627
2005-12-01,2005,11,0.462
2006-01-01,2006,0,0.383
2006-02-01,2006,1,0.571
2006-03-01,2006,2,0.461
2006-04-01,2006,3,0.407
2006-05-01,2006,4,0.405
2006-06-01,2006,5,0.518
2006-07-01,2006,6,0.486
2006-08-01,2006,7,0.535
2006-09-01,2006,8,0.503
2006-10-01,2006,9,0.569
2006-11-01,2006,10,0.54
2006-12-01,2006,11,0.691
2007-01-01,2007,0,0.828
2007-02-01,2007,1,0.567
2007-03-01,2007,2,0.517
2007-04-01,2007,3,0.587
2007-05-01,2007,4,0.448
2007-06-01,2007,5,0.42
2007-07-01,2007,6,0.439
2007-08-01,2007,7,0.44
2007-09-01,2007,8,0.455
2007-10-01,2007,9,0.467
2007-11-01,2007,10,0.391
2007-12-01,2007,11,0.341
2008-01-01,2008,0,0.158
2008-02-01,2008,1,0.235
2008-03-01,2008,2,0.559
2008-04-01,2008,3,0.327
2008-05-01,2008,4,0.34
2008-06-01,2008,5,0.365
2008-07-01,2008,6,0.451
2008-08-01,2008,7,0.432
2008-09-01,2008,8,0.407
2008-10-01,2008,9,0.546
2008-11-01,2008,10,0.526
2008-12-01,2008,11,0.395
2009-01-01,2009,0,0.478
2009-02-01,2009,1,0.443
2009-03-01,2009,2,0.404
2009-04-01,2009,3,0.511
2009-05-01,2009,4,0.441
2009-06-01,2009,5,0.546
2009-07-01,2009,6,0.536
2009-08-01,2009,7,0.586
2009-09-01,2009,8,0.567
2009-10-01,2009,9,0.516
2009-11-01,2009,10,0.55
2009-12-01,2009,11,0.484
2010-01-01,2010,0,0.56
2010-02-01,2010,1,0.592
2010-03-01,2010,2,0.682
2010-04-01,2010,3,0.689
2010-05-01,2010,4,0.592
2010-06-01,2010,5,0.585
2010-07-01,2010,6,0.615
2010-08-01,2010,7,0.539
2010-09-01,2010,8,0.448
2010-10-01,2010,9,0.497
2010-11-01,2010,10,0.592
2010-12-01,2010,11,0.334
2011-01-01,2011,0,0.315
2011-02-01,2011,1,0.324
2011-03-01,2011,2,0.42
2011-04-01,2011,3,0.491
2011-05-01,2011,4,0.393
2011-06-01,2011,5,0.494
2011-07-01,2011,6,0.511
2011-08-01,2011,7,0.491
2011-09-01,2011,8,0.446
2011-10-01,2011,9,0.458
2011-11-01,2011,10,0.353
2011-12-01,2011,11,0.402
2012-01-01,2012,0,0.31
2012-02-01,2012,1,0.301
2012-03-01,2012,2,0.36
2012-04-01,2012,3,0.574
2012-05-01,2012,4,0.573
2012-06-01,2012,5,0.556
2012-07-01,2012,6,0.507
2012-08-01,2012,7,0.536
2012-09-01,2012,8,0.556
2012-10-01,2012,9,0.556
2012-11-01,2012,10,0.55
2012-12-01,2012,11,0.271
2013-01-01,2013,0,0.471
2013-02-01,2013,1,0.498
2013-03-01,2013,2,0.421
2013-04-01,2013,3,0.45
2013-05-01,2013,4,0.525
2013-06-01,2013,5,0.501
2013-07-01,2013,6,0.518
2013-08-01,2013,7,0.541
2013-09-01,2013,8,0.546
2013-10-01,2013,9,0.516
2013-11-01,2013,10,0.66
2013-12-01,2013,11,0.532
2014-01-01,2014,0,0.534
2014-02-01,2014,1,0.327
2014-03-01,2014,2,0.584
2014-04-01,2014,3,0.667
2014-05-01,2014,4,0.608
2014-06-01,2014,5,0.625
2014-07-01,2014,6,0.544
2014-08-01,2014,7,0.677
2014-09-01,2014,8,0.601
2014-10-01,2014,9,0.635
2014-11-01,2014,10,0.504
2014-12-01,2014,11,0.655
2015-01-01,2015,0,0.705
2015-02-01,2015,1,0.689
2015-03-01,2015,2,0.708
2015-04-01,2015,3,0.673
2015-05-01,2015,4,0.711
2015-06-01,2015,5,0.743
2015-07-01,2015,6,0.697
2015-08-01,2015,7,0.74
2015-09-01,2015,8,0.796
2015-10-01,2015,9,0.845
2015-11-01,2015,10,0.84
2015-12-01,2015,11,1.024
2016-01-01,2016,0,0.934
2016-02-01,2016,1,1.111
2016-03-01,2016,2,1.106
2016-04-01,2016,3,0.937
2016-05-01,2016,4,0.707
2016-06-01,2016,5,0.744
2016-07-01,2016,6,0.744
2016-08-01,2016,7,0.79
2016-09-01,2016,8,0.729
2016-10-01,2016,9,0.598
2016-11-01,2016,10,0.553
2016-12-01,2016,11,0.62
2017-01-01,2017,0,0.739
2017-02-01,2017,1,0.845
2017-03-01,2017,2,0.873
2017-04-01,2017,3,0.737
2017-05-01,2017,4,0.659
2017-06-01,2017,5,0.641
2017-07-01,2017,6,0.651
2017-08-01,2017,7,0.714
2017-09-01,2017,8,0.557
2017-10-01,2017,9,0.571
2017-11-01,2017,10,0.554
2017-12-01,2017,11,0.6
2018-01-01,2018,0,0.554
2018-02-01,2018,1,0.528
2018-03-01,2018,2,0.615
2018-04-01,2018,3,0.627
2018-05-01,2018,4,0.587
2018-06-01,2018,5,0.573
2018-07-01,2018,6,0.594
2018-08-01,2018,7,0.586
2018-09-01,2018,8,0.598
2018-10-01,2018,9,0.678
2018-11-01,2018,10,0.59
2018-12-01,2018,11,0.638
2019-01-01,2019,0,0.738
2019-02-01,2019,1,0.662
2019-03-01,2019,2,0.874
2019-04-01,2019,3,0.78
2019-05-01,2019,4,0.61
2019-06-01,2019,5,0.708
2019-07-01,2019,6,0.706
2019-08-01,2019,7,0.719
2019-09-01,2019,8,0.713
2019-10-01,2019,9,0.752
2019-11-01,2019,10,0.693
2019-12-01,2019,11,0.88
2020-01-01,2020,0,0.982
2020-02-01,2020,1,1.001
2020-03-01,2020,2,1.017
2020-04-01,2020,3,0.8
2020-05-01,2020,4,0.714
2020-06-01,2020,5,0.682
2020-07-01,2020,6,0.695
2020-08-01,2020,7,0.735
2020-09-01,2020,8,0.714
2020-10-01,2020,9,0.617
2020-11-01,2020,10,0.761
2020-12-01,2020,11,0.516
2021-01-01,2021,0,0.538
2021-02-01,2021,1,0.492
2021-03-01,2021,2,0.634
2021-04-01,2021,3,0.598
2021-05-01,2021,4,0.627
2021-06-01,2021,5,0.672
2021-07-01,2021,6,0.725
2021-08-01,2021,7,0.711
2021-09-01,2021,8,0.681
2021-10-01,2021,9,0.729
2021-11-01,2021,10,0.711
2021-12-01,2021,11,0.651
